# ts rotation(deg) translation(m)
802.169 7.10942 1.75425
802.169 5.53023 1.65855
802.169 4.00157 1.57369
802.169 2.57047 1.51156
802.169 1.44661 1.47246
802.169 1.43687 1.4626
802.169 2.51592 1.47969
802.169 3.83815 1.52816
802.169 5.19985 1.60304
802.169 6.56322 1.70166
802.669 6.10042 1.81984
802.669 4.77086 1.70761
802.669 3.49409 1.61192
802.669 2.30725 1.54033
802.669 1.34693 1.49379
802.669 1.25007 1.48196
802.669 2.10909 1.49667
802.669 3.20146 1.54474
802.669 4.32151 1.62227
802.669 5.43932 1.72238
803.119 3.71601 1.76246
803.119 2.69903 1.66128
803.119 1.78615 1.58061
803.119 1.1212 1.52764
803.119 1.08353 1.5062
803.119 1.62052 1.51608
803.119 2.3132 1.56009
803.119 3.00611 1.63285
803.119 3.62275 1.72811
803.569 1.95163 1.8224
803.569 1.46427 1.70236
803.569 1.13288 1.61528
803.569 0.939828 1.55598
803.569 0.898078 1.53372
803.569 1.04857 1.54073
803.569 1.28162 1.58044
803.569 1.55813 1.65431
803.569 1.86454 1.75473
804.019 1.30251 1.87314
804.019 1.0144 1.75067
804.019 0.808635 1.65118
804.019 0.790312 1.58282
804.019 0.856369 1.55197
804.019 0.900537 1.55681
804.019 1.02462 1.59292
804.019 1.24488 1.66189
804.019 1.47157 1.7701
804.469 0.961402 1.90582
804.469 0.908783 1.78214
804.469 0.87381 1.68079
804.469 0.868998 1.61078
804.469 0.882904 1.58007
804.469 0.916259 1.58216
804.469 1.0052 1.62625
804.469 0.986551 1.69797
804.869 0.804957 1.94663
804.869 0.814927 1.81655
804.869 0.900671 1.71522
804.869 0.892862 1.62833
804.869 1.09984 1.60542
804.869 1.21039 1.60943
804.869 1.28902 1.65871
804.869 1.26696 1.73555
805.269 1.75761 1.98952
805.269 1.63807 1.85322
805.269 1.42783 1.75307
805.269 1.1182 1.66653
805.269 1.05437 1.63558
805.269 0.938058 1.64018
805.269 0.904375 1.69196
805.269 0.893048 1.77456
805.669 0.931574 2.02203
805.669 0.853645 1.87898
805.669 0.854899 1.75745
805.669 0.997078 1.68204
805.669 1.18474 1.63695
805.669 1.23035 1.6453
805.669 1.2631 1.70021
805.669 1.24454 1.78814
806.069 1.14289 2.03932
806.069 1.13774 1.89844
806.069 1.07254 1.78236
806.069 1.04964 1.70666
806.069 0.976628 1.67311
806.069 0.938636 1.68005
806.069 0.978257 1.73619
806.069 0.988197 1.83083
806.469 1.04809 2.07873
806.469 1.03445 1.92808
806.469 1.05723 1.80963
806.469 1.08349 1.73252
806.469 1.10822 1.6989
806.469 1.10981 1.70394
806.469 1.14718 1.76004
806.469 1.0806 1.85336
806.869 1.16034 2.10561
806.869 1.13395 1.96038
806.869 1.1069 1.84491
806.869 1.09995 1.76305
806.869 1.09171 1.72832
806.869 1.1034 1.73513
806.869 1.17787 1.79423
806.869 1.15752 1.89685
807.269 1.18799 2.12918
807.269 1.16929 1.97764
807.269 1.19502 1.86093
807.269 1.22788 1.78053
807.269 1.23711 1.74294
807.269 1.25196 1.75816
807.269 1.23151 1.80617
807.269 1.23161 1.89385
807.669 1.00113 2.13353
807.669 1.0136 1.98179
807.669 1.10641 1.87427
807.669 1.1417 1.7972
807.669 1.1478 1.77328
807.669 1.11744 1.77175
807.669 1.12195 1.82279
807.669 1.10045 1.9088
808.069 1.13931 2.13616
808.069 1.15278 1.99905
808.069 1.14149 1.8931
808.069 1.1487 1.81962
808.069 1.14914 1.78883
808.069 1.16741 1.79743
808.069 1.20404 1.8401
808.069 1.23852 1.91754
808.468 1.07078 2.12086
808.468 1.12772 1.99864
808.468 1.12664 1.89387
808.468 1.14668 1.83047
808.468 1.09038 1.79414
808.468 1.07717 1.79319
808.468 1.08462 1.82586
808.468 1.13072 1.89636
808.468 1.15433 1.99293
808.918 1.16434 2.113
808.918 1.13129 1.9963
808.918 1.12494 1.91067
808.918 1.07033 1.8438
808.918 1.09912 1.81688
808.918 1.05217 1.81816
808.918 1.03316 1.84972
808.918 0.991587 1.91029
808.918 1.00329 2.00222
809.369 1.01376 2.10267
809.369 1.02377 1.989
809.369 1.04327 1.90704
809.369 1.04626 1.84893
809.369 1.08367 1.82259
809.369 1.04982 1.82581
809.369 1.04971 1.84663
809.369 1.09473 1.91073
809.369 1.10989 1.97751
809.819 1.07721 2.11729
809.819 0.992129 2.01114
809.819 1.00328 1.92076
809.819 1.01029 1.86798
809.819 0.996766 1.83403
809.819 1.00549 1.83401
809.819 0.998811 1.87064
809.819 0.930088 1.92234
809.819 0.886909 1.99833
810.268 0.968534 2.10699
810.268 0.973862 2.00983
810.268 0.950733 1.92579
810.268 0.973398 1.86792
810.268 0.948421 1.84064
810.268 0.903306 1.84135
810.268 0.892072 1.86061
810.268 0.865064 1.9133
810.268 0.754455 1.99068
810.768 1.06289 2.21307
810.768 1.08098 2.09269
810.768 1.09971 2.00739
810.768 1.07057 1.93332
810.768 0.994927 1.88509
810.768 1.0222 1.84764
810.768 1.08349 1.84369
810.768 1.06512 1.86271
810.768 1.03639 1.90581
810.768 0.999705 1.96909
811.268 1.06163 2.19465
811.268 0.985599 2.09514
811.268 0.88793 2.00771
811.268 0.891546 1.93358
811.268 0.947143 1.88521
811.268 0.978575 1.86005
811.268 1.04665 1.84759
811.268 1.11036 1.86043
811.268 1.15408 1.89008
811.268 1.11607 1.94929
811.268 1.1068 2.02177
811.818 1.18455 2.16
811.818 1.16208 2.06862
811.818 1.13042 1.99784
811.818 1.03018 1.94055
811.818 0.951826 1.89129
811.818 0.9469 1.85918
811.818 1.01135 1.85045
811.818 1.03855 1.86393
811.818 1.06851 1.89777
811.818 1.10523 1.94814
811.818 1.08784 2.02037
812.368 0.85177 2.15258
812.368 0.874238 2.0628
812.368 0.884219 1.99282
812.368 0.84912 1.93319
812.368 0.879139 1.88373
812.368 0.9282 1.85837
812.368 0.989316 1.85067
812.368 1.08912 1.85863
812.368 1.15547 1.89492
812.368 1.19262 1.93446
812.368 1.28727 2.00469
812.918 0.964714 2.13455
812.918 0.938917 2.05134
812.918 0.918384 1.97968
812.918 0.947381 1.92118
812.918 0.897248 1.88148
812.918 0.940821 1.85361
812.918 0.961617 1.84651
812.918 1.02292 1.85229
812.918 1.1302 1.88184
812.918 1.18078 1.93152
812.918 1.24247 1.98902
813.468 0.853903 2.14802
813.468 0.94025 2.06042
813.468 0.893192 1.98665
813.468 0.817609 1.92249
813.468 0.883297 1.87522
813.468 0.835879 1.854
813.468 0.815791 1.84384
813.468 0.781828 1.85858
813.468 0.795611 1.89176
813.468 0.783113 1.93858
813.468 0.802137 2.00676
814.018 0.947672 2.16511
814.018 0.953465 2.07143
814.018 0.961292 1.98993
814.018 0.975669 1.92173
814.018 0.928459 1.87342
814.018 0.93531 1.84462
814.018 0.94281 1.83927
814.018 0.973898 1.85491
814.018 0.94468 1.8909
814.018 0.866943 1.94467
814.018 0.807028 2.00986
814.568 1.05079 2.14643
814.568 0.959157 2.04716
814.568 0.941582 1.96481
814.568 0.911411 1.90538
814.568 0.907342 1.85793
814.568 0.931683 1.83441
814.568 0.932052 1.82214
814.568 0.992222 1.83262
814.568 1.0383 1.8639
814.568 1.09293 1.90386
814.568 1.09917 1.97363
815.168 1.23294 2.18294
815.168 1.1705 2.0941
815.168 1.0314 2.01354
815.168 0.977485 1.94271
815.168 0.949757 1.88826
815.168 0.920801 1.84682
815.168 0.923429 1.82044
815.168 0.921726 1.80923
815.168 0.993994 1.81576
815.168 1.03178 1.83771
815.168 1.12712 1.87114
815.168 1.23254 1.92031
815.168 1.30316 1.98292
815.818 1.15812 2.17767
815.818 1.12793 2.09286
815.818 1.09548 2.01814
815.818 1.05407 1.95235
815.818 1.00636 1.89747
815.818 0.980295 1.85799
815.818 0.962042 1.83127
815.818 0.98416 1.81809
815.818 1.01392 1.82539
815.818 1.10778 1.83489
815.818 1.16673 1.87387
815.818 1.195 1.91095
815.818 1.23316 1.96919
816.468 1.06698 2.13607
816.468 1.06595 2.05699
816.468 1.01639 1.98413
816.468 1.01241 1.92181
816.468 1.0118 1.87399
816.468 1.00189 1.83503
816.468 0.984931 1.81557
816.468 0.963915 1.80188
816.468 0.989399 1.80245
816.468 1.02395 1.8208
816.468 1.0371 1.84899
816.468 1.05886 1.89464
816.468 1.05061 1.95063
817.118 1.35926 2.14005
817.118 1.33323 2.05526
817.118 1.28043 1.97864
817.118 1.22696 1.91383
817.118 1.17018 1.86155
817.118 1.10757 1.82124
817.118 1.11051 1.79497
817.118 1.1459 1.78365
817.118 1.20456 1.78715
817.118 1.30368 1.80781
817.118 1.4557 1.83917
817.118 1.65774 1.88284
817.118 1.9347 1.93968
817.768 2.71998 2.11861
817.768 2.37254 2.03412
817.768 2.01775 1.95731
817.768 1.6969 1.89285
817.768 1.42738 1.84113
817.768 1.24114 1.80383
817.768 1.24865 1.77486
817.768 1.42577 1.76532
817.768 1.75626 1.76122
817.768 2.23872 1.77789
817.768 2.70985 1.81611
817.768 3.2296 1.85732
817.768 3.77212 1.91789
818.418 4.16358 2.10622
818.418 3.54814 2.02476
818.418 2.9236 1.94772
818.418 2.33448 1.88126
818.418 1.76746 1.83688
818.418 1.28864 1.79259
818.418 1.26378 1.76834
818.418 1.70367 1.76044
818.418 2.38137 1.76785
818.418 3.15036 1.78812
818.418 4.00544 1.8207
818.418 4.90948 1.86683
818.418 5.84373 1.93213
819.068 5.68116 2.10898
819.068 4.74006 2.02006
819.068 3.80773 1.9387
819.068 2.87741 1.87197
819.068 2.0183 1.81972
819.068 1.41442 1.77967
819.068 1.47296 1.75267
819.068 2.15828 1.74178
819.068 3.11367 1.74638
819.068 4.15394 1.76489
819.068 5.27819 1.80235
819.068 6.4035 1.86695
819.068 7.52868 1.93104
819.718 7.11295 2.10858
819.718 5.89934 2.01642
819.718 4.66511 1.9378
819.718 3.44541 1.86893
819.718 2.31264 1.82124
819.718 1.49512 1.77866
819.718 1.68233 1.75775
819.718 2.63632 1.75099
819.718 3.81556 1.76902
819.718 5.06262 1.80136
819.718 6.36712 1.84389
819.718 7.68162 1.90153
820.268 6.35171 2.01713
820.268 4.99008 1.93907
820.268 3.62532 1.87383
820.268 2.37185 1.82217
820.268 1.55134 1.78921
820.268 1.81969 1.77816
820.268 2.91259 1.78008
820.268 4.29441 1.80411
820.268 5.74047 1.83738
820.268 7.22051 1.88947
820.768 6.76325 2.00832
820.768 5.28683 1.93553
820.768 3.87768 1.88015
820.768 2.58041 1.84256
820.768 1.64531 1.81685
820.768 1.90136 1.8033
820.768 3.07335 1.79952
820.768 4.51794 1.8277
820.768 6.00228 1.86565
820.768 7.55102 1.9274
821.267 7.23807 2.01276
821.267 5.66514 1.95385
821.267 4.11636 1.90326
821.267 2.66054 1.86808
821.267 1.65967 1.84875
821.267 2.08913 1.84575
821.267 3.47971 1.86087
821.267 5.11354 1.89111
821.267 6.81435 1.94561
821.267 8.50899 1.99931
821.718 5.72809 1.97254
821.718 4.12171 1.92788
821.718 2.65437 1.90349
821.718 1.64343 1.88591
821.718 2.17321 1.89108
821.718 3.61643 1.91267
821.718 5.31731 1.94819
821.718 7.05941 2.00233
821.718 8.80043 2.06845
822.168 5.8896 2.00286
822.168 4.18646 1.96478
822.168 2.64863 1.93819
822.168 1.64888 1.92707
822.168 2.15156 1.93802
822.168 3.58284 1.96885
822.168 5.18857 2.01876
822.168 6.83076 2.08446
822.168 8.42973 2.16632
822.668 6.60321 2.08783
822.668 5.08252 2.03269
822.668 3.65219 2.00217
822.668 2.34792 1.98341
822.668 1.52574 1.99057
822.668 1.88082 2.01378
822.668 3.03962 2.05587
822.668 4.36672 2.11574
822.668 5.74412 2.18922
822.668 7.10346 2.27953
822.668 8.44855 2.3838
823.217 5.56745 2.13176
823.217 4.28999 2.08185
823.217 3.06505 2.04661
823.217 1.96245 2.03553
823.217 1.29409 2.03866
823.217 1.6619 2.06796
823.217 2.61754 2.11641
823.217 3.71966 2.18047
823.217 4.86803 2.26781
823.217 6.0012 2.36616
823.718 4.70699 2.1785
823.718 3.61967 2.1191
823.718 2.56646 2.08092
823.718 1.66268 2.06401
823.718 1.17478 2.07287
823.718 1.46293 2.10426
823.718 2.22709 2.15763
823.718 3.06529 2.23258
823.718 3.9371 2.32948
823.718 4.74716 2.44268
824.167 2.32692 2.1544
824.167 1.6681 2.10697
824.167 1.19633 2.08611
824.167 1.00982 2.08978
824.167 1.20948 2.12058
824.167 1.59666 2.18057
824.167 2.06033 2.26038
824.167 2.53808 2.36263
824.167 3.02034 2.4848
824.618 1.54004 2.19575
824.618 1.14639 2.13874
824.618 0.838926 2.11055
824.618 0.746303 2.11097
824.618 0.96041 2.14258
824.618 1.24143 2.19676
824.618 1.59418 2.28316
824.618 1.95896 2.39355
825.018 1.3351 2.21284
825.018 1.09717 2.152
825.018 0.940545 2.11729
825.018 0.925198 2.11652
825.018 1.00802 2.14483
825.018 1.13765 2.20593
825.018 1.31867 2.29902
825.018 1.50611 2.41666
825.418 1.08039 2.23548
825.418 1.00559 2.16622
825.418 0.969779 2.12414
825.418 0.991849 2.12357
825.418 0.992741 2.14831
825.418 1.03619 2.21422
825.418 1.07281 2.3058
825.418 1.10089 2.42964
825.818 1.06925 2.25393
825.818 1.05523 2.17636
825.818 1.08487 2.13177
825.818 1.06493 2.12471
825.818 1.07521 2.15343
825.818 1.04889 2.21536
825.818 1.02063 2.31321
825.818 1.00102 2.44611
826.167 1.07167 2.1845
826.167 1.06006 2.13596
826.167 1.07553 2.12954
826.167 1.06312 2.15675
826.167 1.05724 2.2289
826.167 1.0519 2.32815
826.167 1.03079 2.46626
826.517 1.12908 2.2021
826.517 1.09552 2.15137
826.517 1.10983 2.14079
826.517 1.06969 2.17032
826.517 1.01894 2.24174
826.517 1.00945 2.34769
826.517 0.988141 2.48672
826.867 1.30816 2.20647
826.867 1.27441 2.14813
826.867 1.2512 2.13687
826.867 1.19458 2.16713
826.867 1.19434 2.24043
826.867 1.15247 2.35703
826.867 1.1501 2.5031
827.217 1.31656 2.21168
827.217 1.30018 2.15391
827.217 1.25124 2.13846
827.217 1.24122 2.1722
827.217 1.2419 2.24801
827.217 1.23949 2.36288
827.217 1.24518 2.51249
827.568 1.25362 2.21222
827.568 1.26629 2.15213
827.568 1.28016 2.13463
827.568 1.24498 2.16779
827.568 1.26834 2.24269
827.568 1.2329 2.36067
827.568 1.22153 2.51791
827.917 1.38852 2.2107
827.917 1.36126 2.15087
827.917 1.34021 2.13283
827.917 1.27955 2.171
827.917 1.27334 2.24935
827.917 1.25709 2.36765
827.917 1.27055 2.52529
828.267 1.31782 2.20993
828.267 1.3158 2.14523
828.267 1.30151 2.13261
828.267 1.29029 2.16386
828.267 1.30802 2.24284
828.267 1.31848 2.37085
828.267 1.34268 2.53102
828.617 1.2791 2.21151
828.617 1.28771 2.14555
828.617 1.2928 2.12967
828.617 1.28566 2.16174
828.617 1.27451 2.24713
828.617 1.26792 2.36891
828.617 1.24578 2.53325
828.967 1.35683 2.20433
828.967 1.34441 2.13793
828.967 1.33547 2.12124
828.967 1.34498 2.15327
828.967 1.33404 2.23766
828.967 1.35074 2.36644
828.967 1.36522 2.52777
829.317 1.37561 2.1998
829.317 1.36646 2.12915
829.317 1.36352 2.11042
829.317 1.35953 2.1434
829.317 1.39715 2.22362
829.317 1.42625 2.35208
829.317 1.44565 2.5138
829.667 1.40801 2.19342
829.667 1.41245 2.12214
829.667 1.43897 2.10162
829.667 1.4422 2.13029
829.667 1.47072 2.21158
829.667 1.48292 2.33708
829.667 1.49111 2.50097
830.017 1.38131 2.1857
830.017 1.37638 2.11545
830.017 1.40215 2.0955
830.017 1.41853 2.12633
830.017 1.46025 2.2092
830.017 1.49804 2.33978
830.317 1.30501 2.18414
830.317 1.34788 2.11273
830.317 1.38278 2.08833
830.317 1.38516 2.11989
830.317 1.42242 2.19935
830.317 1.47526 2.32949
830.617 1.45821 2.17591
830.617 1.45787 2.09985
830.617 1.46659 2.07582
830.617 1.48294 2.10623
830.617 1.52985 2.18509
830.617 1.57539 2.30851
830.617 1.63068 2.46966
830.967 1.45911 2.16101
830.967 1.48893 2.08498
830.967 1.48044 2.0634
830.967 1.49774 2.09384
830.967 1.53135 2.17466
830.967 1.54484 2.30257
830.967 1.57512 2.46854
831.317 1.39689 2.14688
831.317 1.42188 2.07249
831.317 1.41467 2.05276
831.317 1.40532 2.08077
831.317 1.40627 2.16512
831.317 1.40438 2.2865
831.317 1.41113 2.45257
831.667 1.43509 2.11977
831.667 1.45446 2.05011
831.667 1.45182 2.02997
831.667 1.45634 2.05851
831.667 1.44647 2.13899
831.667 1.43903 2.26156
831.667 1.40967 2.41607
832.017 1.56725 2.09124
832.017 1.56035 2.02195
832.017 1.51138 2.00046
832.017 1.4821 2.03162
832.017 1.42644 2.10742
832.017 1.37099 2.22434
832.017 1.36142 2.36892
832.367 1.67217 2.05439
832.367 1.65137 1.99804
832.367 1.61009 1.97969
832.367 1.57004 2.01504
832.367 1.55441 2.08103
832.367 1.53774 2.18894
832.367 1.56395 2.32813
832.717 1.73961 2.0232
832.717 1.71903 1.97308
832.717 1.76778 1.95919
832.717 1.75877 1.98757
832.717 1.77678 2.05501
832.717 1.78978 2.14886
832.717 1.78456 2.2791
833.117 1.68639 2.06228
833.117 1.66834 1.98468
833.117 1.6897 1.93946
833.117 1.69484 1.92753
833.117 1.67619 1.95734
833.117 1.71832 2.0081
833.117 1.65992 2.10402
833.117 1.69642 2.2072
833.117 1.67908 2.34188
833.567 1.81683 1.99832
833.567 1.79874 1.93706
833.567 1.76173 1.90772
833.567 1.75788 1.90198
833.567 1.74126 1.92697
833.567 1.73933 1.97675
833.567 1.73202 2.04654
833.567 1.70467 2.1384
833.567 1.72258 2.24546
834.067 1.81249 1.99552
834.067 1.7755 1.93722
834.067 1.77664 1.89154
834.067 1.74516 1.877
834.067 1.73764 1.87414
834.067 1.70671 1.89814
834.067 1.7283 1.93838
834.067 1.73189 1.99067
834.067 1.72776 2.06298
834.067 1.78491 2.13914
834.067 1.82285 2.23285
834.667 2.12894 1.95371
834.667 2.01935 1.90164
834.667 1.9038 1.86628
834.667 1.85419 1.84448
834.667 1.80813 1.83898
834.667 1.79355 1.84486
834.667 1.77566 1.85884
834.667 1.75276 1.89289
834.667 1.82926 1.92958
834.667 1.91052 1.97748
834.667 2.04574 2.03084
834.667 2.19359 2.09052
834.667 2.3364 2.16037
834.667 2.52282 2.23007
835.417 2.69279 1.90713
835.417 2.52442 1.86836
835.417 2.33749 1.83573
835.417 2.1712 1.81431
835.417 2.04489 1.80039
835.417 1.91172 1.80163
835.417 1.85482 1.80742
835.417 1.81782 1.8221
835.417 1.89014 1.85031
835.417 2.05227 1.88245
835.417 2.25949 1.92678
835.417 2.5692 1.97727
835.417 2.8979 2.03583
835.417 3.27562 2.09974
835.417 3.70344 2.16828
836.216 5.32446 1.87511
836.216 4.80085 1.83244
836.216 4.24983 1.79975
836.216 3.68853 1.77539
836.216 3.14316 1.75713
836.216 2.60128 1.75207
836.216 2.16683 1.75143
836.216 1.8942 1.76105
836.216 1.89786 1.77861
836.216 2.25489 1.80108
836.216 2.81943 1.83582
836.216 3.57054 1.86943
836.216 4.38205 1.91788
836.216 5.27158 1.96807
836.216 6.17156 2.02484
836.216 7.10021 2.08983
836.966 7.46616 1.78361
836.966 6.45256 1.75363
836.966 5.43345 1.72978
836.966 4.38976 1.71652
836.966 3.3914 1.70714
836.966 2.50723 1.7097
836.966 1.92928 1.71942
836.966 1.98253 1.73901
836.966 2.62802 1.76999
836.966 3.59989 1.80902
836.966 4.73289 1.86139
836.966 5.93024 1.91965
836.966 7.17939 1.98335
837.567 7.607 1.73114
837.567 6.32524 1.69576
837.567 5.0628 1.67422
837.567 3.82604 1.66215
837.567 2.72498 1.66107
837.567 1.93825 1.67356
837.567 1.99275 1.70036
837.567 2.83979 1.73877
837.567 4.00157 1.78899
837.567 5.26135 1.84733
837.567 6.55581 1.91811
837.567 7.85398 1.99557
838.166 7.20159 1.70992
838.166 5.92786 1.66579
838.166 4.7133 1.63187
838.166 3.57346 1.61626
838.166 2.57613 1.60952
838.166 1.92309 1.62358
838.166 2.0244 1.64675
838.166 2.68299 1.68786
838.166 3.6218 1.74335
838.166 4.64471 1.81012
838.166 5.71141 1.89205
838.166 6.78302 1.98555
838.766 6.262 1.71003
838.766 5.17671 1.6508
838.766 4.15697 1.60088
838.766 3.15295 1.57393
838.766 2.32568 1.55722
838.766 1.82029 1.56275
838.766 1.93483 1.58638
838.766 2.54443 1.62463
838.766 3.31847 1.68846
838.766 4.18447 1.76581
838.766 5.05461 1.86153
838.766 5.93229 1.96604
839.317 3.80477 1.64954
839.317 3.03634 1.58493
839.317 2.38423 1.53372
839.317 1.83435 1.51057
839.317 1.51317 1.50454
839.317 1.52926 1.53543
839.317 1.80727 1.57368
839.317 2.41764 1.6266
839.317 3.00581 1.71493
839.317 3.51705 1.82001
839.817 2.44038 1.6591
839.817 2.03775 1.57101
839.817 1.72151 1.50313
839.817 1.42003 1.4743
839.817 1.32426 1.45852
839.817 1.24923 1.48751
839.817 1.36256 1.53519
839.817 1.6359 1.60991
839.817 1.81441 1.71701
839.817 1.99495 1.83492
840.316 1.62934 1.66397
840.316 1.37017 1.56054
840.316 1.33497 1.47401
840.316 1.31263 1.43176
840.316 1.27408 1.43087
840.316 1.48413 1.43913
840.316 1.40546 1.50968
840.316 1.64143 1.58129
840.316 1.62006 1.7098
840.316 1.63868 1.83826
840.766 1.17691 1.55878
840.766 1.047 1.46808
840.766 1.19849 1.40484
840.766 1.20407 1.39612
840.766 1.36609 1.4131
840.766 1.50781 1.47406
840.766 1.44549 1.57777
840.766 1.56519 1.70017
841.166 1.64951 1.58168
841.166 1.58739 1.4677
841.166 1.38225 1.40166
841.166 1.17725 1.37174
841.166 1.16078 1.38793
841.166 0.996194 1.46277
841.166 1.00623 1.56309
841.166 0.999277 1.7023
841.566 0.965576 1.54788
841.566 1.01653 1.43828
841.566 0.971721 1.38045
841.566 1.03738 1.35535
841.566 1.0395 1.38379
841.566 1.00607 1.45385
841.566 1.05753 1.55856
841.566 1.03444 1.70018
841.966 1.18195 1.53399
841.966 1.13233 1.43078
841.966 1.06528 1.36327
841.966 1.04529 1.3433
841.966 0.982081 1.37304
841.966 1.0009 1.44113
841.966 1.0069 1.54962
841.966 1.01836 1.69206
842.366 1.24587 1.50146
842.366 1.04459 1.39673
842.366 0.801839 1.32788
842.366 0.940255 1.3091
842.366 1.20064 1.33035
842.366 1.49833 1.3994
842.366 1.55254 1.51772
842.366 1.56505 1.66968
842.766 1.14276 1.51336
842.766 1.04718 1.39528
842.766 0.975712 1.32464
842.766 0.935388 1.30344
842.766 0.878032 1.3387
842.766 0.864356 1.42131
842.766 0.914079 1.55015
842.766 0.915348 1.718
843.166 0.984746 1.51202
843.166 0.898172 1.38513
843.166 0.892886 1.30376
843.166 0.840433 1.28416
843.166 0.848183 1.31669
843.166 0.83931 1.41577
843.166 0.814606 1.54928
843.166 0.827114 1.72722
843.566 0.995022 1.52453
843.566 0.937137 1.38527
843.566 0.921161 1.29549
843.566 0.935254 1.27016
843.566 0.923704 1.3084
843.566 0.967049 1.4106
843.566 0.994252 1.55793
843.566 1.01433 1.75309
843.916 0.910636 1.38257
843.916 0.942608 1.28803
843.916 0.923059 1.26138
843.916 0.930234 1.29873
843.916 0.916693 1.40561
843.916 0.934247 1.56428
843.916 0.950365 1.77212
844.266 0.881585 1.38861
844.266 0.908249 1.28674
844.266 0.906898 1.25247
844.266 0.909376 1.29458
844.266 0.920907 1.4124
844.266 0.934518 1.58348
844.266 0.928607 1.79623
844.616 0.848161 1.39653
844.616 0.879213 1.27879
844.616 0.888444 1.24345
844.616 0.884143 1.28354
844.616 0.896823 1.40851
844.616 0.870545 1.59174
844.616 0.830275 1.82019
844.966 0.858245 1.39527
844.966 0.884531 1.27506
844.966 0.895808 1.23409
844.966 0.886018 1.28591
844.966 0.912157 1.4201
844.966 0.906787 1.60972
845.266 0.932831 1.40692
845.266 0.916682 1.27194
845.266 0.899282 1.22474
845.266 0.889128 1.27447
845.266 0.890233 1.41245
845.266 0.930224 1.61368
845.566 0.910967 1.4086
845.566 0.876266 1.26522
845.566 0.879452 1.21203
845.566 0.875845 1.25754
845.566 0.921947 1.39526
845.566 0.924462 1.60971
845.866 0.941876 1.39209
845.866 0.965454 1.25122
845.866 0.966389 1.19997
845.866 0.988305 1.2514
845.866 0.979408 1.39609
845.866 1.00854 1.60758
846.166 1.03151 1.38924
846.166 1.01085 1.23566
846.166 1.03481 1.17777
846.166 1.01809 1.23454
846.166 1.0249 1.38118
846.166 1.05013 1.59913
846.466 1.09147 1.37577
846.466 1.11037 1.21911
846.466 1.08333 1.16072
846.466 1.07747 1.20836
846.466 1.0984 1.35507
846.466 1.1706 1.57855
846.766 1.12832 1.37052
846.766 1.11226 1.2043
846.766 1.11809 1.13469
846.766 1.13432 1.18403
846.766 1.13725 1.33561
846.766 1.20142 1.56028
847.066 1.3195 1.34424
847.066 1.34039 1.17005
847.066 1.33607 1.09866
847.066 1.36293 1.14616
847.066 1.39398 1.30317
847.066 1.41404 1.53559
847.366 1.25156 1.32847
847.366 1.2341 1.14822
847.366 1.29864 1.06894
847.366 1.31651 1.11737
847.366 1.33255 1.27861
847.366 1.35896 1.51541
847.666 1.498 1.30048
847.666 1.47946 1.11265
847.666 1.44166 1.03525
847.666 1.44572 1.0844
847.666 1.4564 1.25052
847.666 1.47962 1.49297
847.966 1.45678 1.29302
847.966 1.41111 1.09555
847.966 1.41051 1.00164
847.966 1.3826 1.04488
847.966 1.35813 1.21047
847.966 1.34006 1.45775
848.266 1.51316 1.24761
848.266 1.61724 1.03453
848.266 1.56422 0.946324
848.266 1.59579 0.989124
848.266 1.57372 1.1626
848.266 1.58472 1.41334
848.566 1.46592 1.20661
848.566 1.41124 1.00982
848.566 1.44273 0.91543
848.566 1.45556 0.973839
848.566 1.47726 1.14504
848.566 1.57124 1.393
848.865 1.67949 1.15394
848.865 1.68678 0.941506
848.865 1.64006 0.850799
848.865 1.54601 0.910553
848.865 1.54954 1.09474
848.865 1.54826 1.35519
849.166 1.57209 1.13391
849.166 1.54229 0.919604
849.166 1.52446 0.820828
849.166 1.54361 0.880826
849.166 1.53552 1.06551
849.166 1.589 1.32487
849.466 1.43237 1.09548
849.466 1.49244 0.875866
849.466 1.56451 0.76636
849.466 1.54581 0.830472
849.466 1.60904 1.01354
849.466 1.60156 1.28419
849.766 1.50445 1.05405
849.766 1.51577 0.834512
849.766 1.60615 0.727462
849.766 1.65385 0.783991
849.766 1.67993 0.978214
849.766 1.71296 1.24233
850.066 1.63135 1.01121
850.066 1.62355 0.78756
850.066 1.65041 0.682613
850.066 1.59866 0.751815
850.066 1.65778 0.943461
850.066 1.68587 1.21422
850.365 1.69354 0.98006
850.365 1.6458 0.74929
850.365 1.6127 0.633774
850.365 1.57966 0.704519
850.365 1.59133 0.916236
850.365 1.56993 1.18704
850.665 1.76397 0.951053
850.665 1.71491 0.711697
850.665 1.70414 0.593195
850.665 1.65723 0.664592
850.665 1.60091 0.879674
850.665 1.66164 1.16102
850.965 2.15431 0.906857
850.965 2.14051 0.662001
850.965 2.12437 0.542856
850.965 2.12228 0.605776
850.965 2.13041 0.832845
850.965 1.90546 1.1213
851.266 1.62739 0.86564
851.266 1.86119 0.619311
851.266 2.03183 0.495263
851.266 2.37482 0.567147
851.266 2.36599 0.795703
851.266 2.48904 1.07685
851.566 2.26485 0.857142
851.566 2.15728 0.599534
851.566 2.00521 0.449829
851.566 1.90277 0.536905
851.566 1.86131 0.776557
851.566 1.91729 1.06566
851.866 1.97904 0.819957
851.866 1.89539 0.546394
851.866 1.93074 0.38698
